	Unnamed: 0_x	person_id	arrest_id_x	charge_degree	offense_category	arrest_date_event	Unnamed: 0_y	arrest_id_y	age_at_arrest	sex	race	arrest_date_univ	y	current_charge_felony	num_fel_arrests_last_year
2701	36	83127	5610051	misdemeanor	drug	2017-06-20	890	6186016	21.172602739726027	M	Black	2017-01-28	1	0	2
6334	4162	3000544	5607185	misdemeanor	drug	2017-06-21	419	5607185	22.46027397260274	M	mixed	2017-06-21	0	0	0
5484	1917	1244695	5605978	misdemeanor	drug	2017-06-21	211	3046602	45.02739726027397	F	White	2018-09-10	1	0	0
2427	3747	77082	5603474	misdemeanor	violent	2017-06-22	356	6537617	29.134246575342463	M	White	2016-10-14	0	0	0
3170	3924	106675	5603691	misdemeanor	drug	2017-06-22	292	6671035	23.64109589041096	M	Black	2016-09-05	0	0	0
196	4798	8778	5601446	felony	drug	2017-06-22	827	7307141	34.32876712328767	M	Black	2016-03-26	0	1	2
322	1609	12751	5601400	felony	other	2017-06-22	73	4435364	26.40821917808219	M	Black	2018-01-27	0	1	0
5290	5305	1116388	5601903	misdemeanor	property	2017-06-22	309	6585372	26.942465753424656	M	Black	2016-09-29	1	0	0
5711	4028	1352734	5598626	misdemeanor	other	2017-06-23	265	5598626	28.86575342465753	M	White	2017-06-23	0	0	0
6014	3067	1750067	5600399	misdemeanor	violent	2017-06-23	686	5600399	32.02191780821918	F	Black	2017-06-23	0	0	0
1842	3992	60273	5598779	misdemeanor	violent	2017-06-23	360	7509640	21.56438356164384	F	Black	2016-02-02	0	0	0
4022	2225	474178	5597498	misdemeanor	drug	2017-06-23	213	5597498	28.304109589041097	M	White	2017-06-23	0	0	0
4083	2707	531993	5598101	misdemeanor	property	2017-06-23	802	5598101	52.59178082191781	M	White	2017-06-23	0	0	0
700	2591	25238	5597976	misdemeanor	violent	2017-06-23	595	6595530	20.353424657534248	M	White	2016-09-26	0	0	0
4868	1242	1009066	5596194	felony	violent	2017-06-23	67	5067540	20.96712328767123	M	Black	2017-10-04	1	1	0
584	161	21493	5595431	misdemeanor	drug	2017-06-23	358	2652491	24.136986301369863	M	White	2018-11-23	0	0	0
3374	6298	217338	5599179	misdemeanor	property	2017-06-23	8	5591945	63.69315068493151	F	Black	2017-06-26	1	0	0
5046	3294	1061804	5595372	misdemeanor	drug	2017-06-24	355	7382549	28.82191780821918	M	White	2016-03-07	0	0	0
6368	4159	3097517	5594854	felony	violent	2017-06-24	215	3864977	37.23561643835617	M		2018-04-26	0	1	0
2182	4582	69777	5594049	misdemeanor	violent	2017-06-24	868	5594049	27.216438356164385	M	Other	2017-06-24	0	0	2
6057	2140	1801200	5590422	misdemeanor	other	2017-06-26	999	5728587	54.44109589041096	M	White	2017-05-26	0	0	1
3373	3622	217338	5591945	felony	other	2017-06-26	8	5591945	63.69315068493151	F	Black	2017-06-26	0	1	0
6427	5453	3216126	5589933	misdemeanor	other	2017-06-26	71	5728325	46.04109589041096	M	White	2017-05-26	0	0	0
573	2892	21406	5590253	felony	property	2017-06-26	450	5590253	19.052054794520547	M	White	2017-06-26	0	1	1
6456	5928	3357315	5592644	misdemeanor	other	2017-06-26	286	5592644	19.93972602739726	M	White	2017-06-26	0	0	0
5629	2678	1307719	5590041	misdemeanor	violent	2017-06-26	911	3086994	22.10136986301369	M	Black	2018-09-03	0	0	0
3458	3620	239629	5585793	felony	violent	2017-06-27	547	5585793	27.71780821917808	M	Black	2017-06-27	1	1	0
1355	4609	46960	5583267	misdemeanor	property	2017-06-27	99	5915304	24.994520547945207	F	White	2017-04-07	0	0	0
2687	1239	82604	5583715	misdemeanor	drug	2017-06-27	129	2576292	34.865753424657534	M	Black	2018-12-07	0	0	0
6496	6090	3474214	5585491	misdemeanor	property	2017-06-27	132	5585491	43.2027397260274	M	Black	2017-06-27	0	0	0
6455	5925	3357315	5586402	misdemeanor	other	2017-06-27	286	5592644	19.93972602739726	M	White	2017-06-26	0	0	0
5181	5926	1072559	5586529	misdemeanor	other	2017-06-27	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
2207	1421	71257	5583602	felony	other	2017-06-27	630	2922536	33.32054794520548	M	Black	2018-10-02	0	1	0
2713	2108	83127	5581042	felony	drug	2017-06-28	890	6186016	21.172602739726027	M	Black	2017-01-28	1	1	2
1183	2139	38535	5581048	misdemeanor	drug	2017-06-28	194	5666738	19.22739726027397	M	White	2017-06-08	1	0	0
5806	4979	1488855	5579285	misdemeanor	other	2017-06-28	245	4207288	31.80821917808219	F	mixed	2018-03-09	0	0	0
2944	6024	92254	5577764	misdemeanor	property	2017-06-29	413	4354694	25.13150684931507	M	Black	2018-02-11	0	0	0
2986	3509	92636	5577409	misdemeanor	property	2017-06-29	896	5155920	56.05479452054794	M	Black	2017-09-19	0	0	0
3461	3917	239629	5577949	misdemeanor	drug	2017-06-29	547	5585793	27.71780821917808	M	Black	2017-06-27	1	0	1
703	5427	25238	5576105	misdemeanor	drug	2017-06-29	595	6595530	20.353424657534248	M	White	2016-09-26	0	0	0
2830	2004	85806	5569919	felony	property	2017-06-30	14	6816869	30.0986301369863	M	White	2016-07-23	1	1	0
2861	3124	89034	5573668	misdemeanor	violent	2017-06-30	590	5573668	32.09041095890411	M	White	2017-06-30	0	0	0
2710	1780	83127	5569592	misdemeanor	drug	2017-06-30	890	6186016	21.172602739726027	M	Black	2017-01-28	1	0	3
671	2471	24916	5570754	felony	drug	2017-06-30	985	5675336	18.75068493150685	M	Black	2017-06-06	0	1	0
2279	2725	74595	5571065	misdemeanor	violent	2017-06-30	148	2568623	38.24109589041096	M	Black	2018-12-10	0	0	1
4476	978	909645	5568205	misdemeanor	violent	2017-06-30	490	5568205	61.298630136986304	F	Black	2017-06-30	0	0	0
2285	5530	74595	5571064	misdemeanor	drug	2017-06-30	148	2568623	38.24109589041096	M	Black	2018-12-10	0	0	1
2860	3123	89034	5567287	misdemeanor	violent	2017-07-01	590	5573668	32.09041095890411	M	White	2017-06-30	0	0	0
1682	1604	56410	5565948	misdemeanor	violent	2017-07-01	741	4937826	33.4027397260274	M	Black	2017-10-27	0	0	1
6067	5268	1804725	5564862	misdemeanor	other	2017-07-02	806	5564862	25.945205479452056	M	White	2017-07-02	0	0	0
6065	5266	1804725	5564859	misdemeanor	other	2017-07-02	806	5564862	25.945205479452056	M	White	2017-07-02	0	0	0
6064	5265	1804725	5564861	misdemeanor	other	2017-07-02	806	5564862	25.945205479452056	M	White	2017-07-02	0	0	0
6066	5267	1804725	5564860	misdemeanor	other	2017-07-02	806	5564862	25.945205479452056	M	White	2017-07-02	0	0	0
4556	971	912191	5560929	misdemeanor	violent	2017-07-03	454	5560929	34.93698630136986	M	Black	2017-07-03	0	0	1
5908	5044	1596644	5560772	misdemeanor	other	2017-07-03	502	5560772	38.81095890410959	M		2017-07-03	0	0	1
3621	365	316053	5560634	misdemeanor	drug	2017-07-03	353	5560634	41.33698630136986	F	White	2017-07-03	0	0	0
4369	5963	847667	5564259	misdemeanor	other	2017-07-03	569	5564259	32.27945205479452	F	Black	2017-07-03	0	0	0
6176	3237	2455042	5564167	misdemeanor	property	2017-07-03	932	5469978	51.64657534246575	M	Black	2017-07-24	0	0	0
4840	959	1002535	5559286	misdemeanor	other	2017-07-04	388	5559287	23.715068493150685	M	Black	2017-07-04	0	0	0
2358	3122	75450	5560397	misdemeanor	property	2017-07-04	81	7462166	53.10410958904109	M	White	2016-02-16	1	0	0
4841	989	1002535	5559287	misdemeanor	property	2017-07-04	388	5559287	23.715068493150685	M	Black	2017-07-04	0	0	0
4500	969	910246	5559239	misdemeanor	violent	2017-07-04	596	5559239	40.42739726027397	M	Black	2017-07-04	0	0	0
6191	3291	2497447	5560404	felony	violent	2017-07-04	543	5560404	55.80821917808219	F	Black	2017-07-04	0	1	0
723	5425	25523	5544127	misdemeanor	other	2017-07-06	314	5666449	29.742465753424657	M	Black	2017-06-08	0	0	0
62	1708	2870	5542493	misdemeanor	drug	2017-07-06	290	3819130	38.43835616438356	M	White	2018-05-04	0	0	0
2879	6032	91611	5546182	misdemeanor	other	2017-07-06	102	5490784	30.58082191780822	M	Black	2017-07-18	0	0	0
2878	6031	91611	5546181	misdemeanor	other	2017-07-06	102	5490784	30.58082191780822	M	Black	2017-07-18	0	0	0
2876	3499	91611	5546180	misdemeanor	property	2017-07-06	102	5490784	30.58082191780822	M	Black	2017-07-18	0	0	0
5736	5882	1431898	5547472	misdemeanor	drug	2017-07-06	859	5342043	57.12054794520548	M	Black	2017-08-17	0	0	0
2882	3498	91690	5540459	misdemeanor	property	2017-07-07	952	5883395	25.66575342465753	M	Black	2017-04-17	0	0	0
4830	1865	1000104	5538094	misdemeanor	property	2017-07-07	701	5327849	24.931506849315067	M	Black	2017-08-20	0	0	0
2244	1911	72764	5537995	misdemeanor	property	2017-07-07	885	6163577	22.72054794520548	F	Black	2017-02-03	1	0	9
571	2883	21406	5538753	misdemeanor	property	2017-07-07	450	5590253	19.052054794520547	M	White	2017-06-26	0	0	2
1179	2105	38535	5535435	misdemeanor	drug	2017-07-08	194	5666738	19.22739726027397	M	White	2017-06-08	1	0	0
3173	6029	109307	5534632	misdemeanor	property	2017-07-09	615	6446640	24.194520547945206	M	Black	2016-11-11	0	0	1
5310	4788	1119846	5527568	misdemeanor	other	2017-07-10	914	7485908	19.312328767123287	M	Black	2016-02-08	0	0	3
6503	6446	3576545	5532028	misdemeanor	other	2017-07-10	82	3447120	59.85753424657534	M		2018-07-12	0	0	0
3990	962	434345	5527499	misdemeanor	property	2017-07-10	482	5527499	52.1972602739726	F	mixed	2017-07-10	0	0	0
5604	2739	1306011	5522833	felony	property	2017-07-11	447	7193530	59.12054794520548	M	White	2016-04-26	1	1	1
4762	865	988101	5521321	misdemeanor	violent	2017-07-11	57	6185866	33.271232876712325	M	Black	2017-01-28	1	0	1
3657	572	320209	5520925	misdemeanor	violent	2017-07-11	986	4507353	35.61369863013699	M	White	2018-01-15	0	0	0
6222	3121	2559192	5525027	misdemeanor	violent	2017-07-11	694	6055237	65.05205479452054	M	Black	2017-03-02	0	0	0
98	1823	4741	5521968	misdemeanor	property	2017-07-11	421	4609251	33.49589041095891	M	White	2017-12-21	1	0	0
1891	2924	63048	5524450	misdemeanor	other	2017-07-11	631	6194431	26.27671232876712	F	White	2017-01-26	0	0	0
5959	2180	1611752	5516565	misdemeanor	drug	2017-07-12	839	3648891	41.035616438356165	M	White	2018-06-06	0	0	0
6231	5835	2559192	5519404	misdemeanor	other	2017-07-12	694	6055237	65.05205479452054	M	Black	2017-03-02	0	0	0
287	4832	10237	5510584	felony	drug	2017-07-13	516	3013712	26.4986301369863	M	Black	2018-09-16	0	1	2
5991	5342	1675740	5511036	misdemeanor	other	2017-07-13	609	6147642	34.961643835616435	M	White	2017-02-07	0	0	0
331	1423	13178	5510599	misdemeanor	violent	2017-07-13	363	6641052	20.01095890410959	M	Black	2016-09-13	0	0	2
1892	2925	63048	5513323	misdemeanor	drug	2017-07-13	631	6194431	26.27671232876712	F	White	2017-01-26	0	0	0
3591	55	301613	5513065	misdemeanor	other	2017-07-13	834	5513065	20.295890410958904	M	Black	2017-07-13	0	0	0
1867	2935	60742	5508806	misdemeanor	violent	2017-07-14	737	6015800	28.254794520547943	M	Black	2017-03-13	0	0	0
3052	3918	92826	5504431	misdemeanor	other	2017-07-15	746	6037598	40.84657534246576	M	Black	2017-03-07	0	0	0
1940	2934	64186	5504869	misdemeanor	drug	2017-07-15	917	6203506	35.85753424657534	M	Black	2017-01-24	0	0	0
4419	4447	883298	5502020	misdemeanor	other	2017-07-16	4	5502020	18.54794520547945	M	White	2017-07-16	0	0	0
2829	1999	85806	5496770	felony	property	2017-07-17	14	6816869	30.0986301369863	M	White	2016-07-23	1	1	1
436	2586	15177	5497906	felony	violent	2017-07-17	331	5497906	40.90958904109589	M	Black	2017-07-17	0	1	0
580	5664	21406	5498421	misdemeanor	other	2017-07-17	450	5590253	19.052054794520547	M	White	2017-06-26	0	0	2
6160	811	2335717	5487142	felony	violent	2017-07-18	933	5855566	39.85479452054795	M	Black	2017-04-21	0	1	1
6280	5393	2792559	5488284	misdemeanor	other	2017-07-18	614	6313370	50.71780821917808	M	White	2016-12-21	0	0	0
1514	3018	51323	5491482	misdemeanor	property	2017-07-18	811	4837325	32.26027397260274	M	White	2017-11-13	1	0	0
686	54	25110	5491065	misdemeanor	other	2017-07-18	449	3787339	22.95616438356164	M	Black	2018-05-10	1	0	0
2877	3504	91611	5490784	misdemeanor	property	2017-07-18	102	5490784	30.58082191780822	M	Black	2017-07-18	0	0	0
5357	1322	1127882	5482194	misdemeanor	violent	2017-07-19	348	6577733	26.84931506849315	F	White	2016-10-01	0	0	0
6197	3290	2508428	5485957	misdemeanor	drug	2017-07-19	68	5769400	35.37808219178082	M	White	2017-05-16	0	0	0
3454	3616	238381	5480070	felony	other	2017-07-20	121	5854343	19.65753424657534	F	Black	2017-04-22	0	1	0
5960	2989	1611752	5480221	misdemeanor	property	2017-07-20	839	3648891	41.035616438356165	M	White	2018-06-06	0	0	0
576	5649	21406	5478482	misdemeanor	other	2017-07-20	450	5590253	19.052054794520547	M	White	2017-06-26	0	0	2
1491	23	50867	5473408	felony	violent	2017-07-21	944	5473408	20.72876712328767	M	Black	2017-07-21	1	1	4
4883	1417	1009164	5473822	misdemeanor	property	2017-07-21	804	7293010	26.153424657534245	M	Black	2016-03-30	0	0	0
2081	3911	67939	5475688	misdemeanor	drug	2017-07-21	707	5475688	60.42191780821918	M	Black	2017-07-21	0	0	1
1507	2580	51323	5474413	felony	property	2017-07-21	811	4837325	32.26027397260274	M	White	2017-11-13	1	1	0
5702	3991	1348192	5474682	misdemeanor	property	2017-07-21	966	5474682	19.54520547945205	M	Black	2017-07-21	0	0	0
1529	4830	51435	5473785	misdemeanor	other	2017-07-21	726	4761709	33.465753424657535	M	Black	2017-11-24	0	0	0
939	6028	27785	5475547	misdemeanor	property	2017-07-21	69	4280859	19.4	M	Black	2018-02-26	1	0	0
4355	5881	845123	5471332	misdemeanor	other	2017-07-23	241	5413918	46.97260273972603	M	Black	2017-08-03	1	0	0
6405	5654	3191875	5470465	misdemeanor	other	2017-07-23	851	5470465	20.08219178082192	M	White	2017-07-23	0	0	0
2273	5924	73153	5471393	misdemeanor	other	2017-07-23	837	5471393	24.156164383561645	M	Black	2017-07-23	0	0	0
106	5146	4741	5464875	misdemeanor	other	2017-07-24	421	4609251	33.49589041095891	M	White	2017-12-21	1	0	0
2874	3489	91611	5469330	misdemeanor	property	2017-07-24	102	5490784	30.58082191780822	M	Black	2017-07-18	0	0	0
6175	3236	2455042	5469978	misdemeanor	property	2017-07-24	932	5469978	51.64657534246575	M	Black	2017-07-24	0	0	0
4838	1215	1000596	5455518	misdemeanor	violent	2017-07-25	181	5455518	44.77534246575343	M	Black	2017-07-25	0	0	0
5141	3342	1072559	5460660	misdemeanor	property	2017-07-25	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
5179	5922	1072559	5460661	misdemeanor	other	2017-07-25	467	6845142	55.02739726027397	M	White	2016-07-15	0	0	0
3633	4545	316704	5455114	misdemeanor	other	2017-07-25	377	5008270	37.704109589041096	M	Other	2017-10-16	0	0	0
4424	3235	883902	5460025	misdemeanor	property	2017-07-25	439	7153262	20.334246575342465	M	Black	2016-05-07	0	0	1
2234	1701	72764	5456315	felony	violent	2017-07-25	885	6163577	22.72054794520548	F	Black	2017-02-03	0	1	9
4938	4833	1026471	5449706	misdemeanor	drug	2017-07-26	197	5775568	21.797260273972604	M	Black	2017-05-14	0	0	2
148	2294	6614	5451246	misdemeanor	other	2017-07-26	107	5913001	25.3972602739726	M	White	2017-04-09	0	0	1
3764	4558	336042	5448060	misdemeanor	other	2017-07-26	610	5170311	55.30684931506849	M	White	2017-09-15	1	0	0
2714	2141	83127	5452233	felony	drug	2017-07-26	890	6186016	21.172602739726027	M	Black	2017-01-28	1	1	3
3722	4652	324828	5442735	misdemeanor	property	2017-07-27	789	3377463	34.227397260273975	M	Black	2018-07-24	1	0	0
962	2475	27924	5439652	felony	property	2017-07-28	302	6822812	20.48219178082192	M	White	2016-07-21	0	1	1
544	2795	19626	5436055	misdemeanor	violent	2017-07-29	263	4180689	21.15890410958904	F	mixed	2018-03-14	1	0	0
1942	2951	64186	5436792	misdemeanor	drug	2017-07-29	917	6203506	35.85753424657534	M	Black	2017-01-24	0	0	0
6200	3299	2515355	5436833	misdemeanor	property	2017-07-29	824	5436833	27.317808219178083	M	White	2017-07-29	0	0	0
4863	1231	1006048	5435754	misdemeanor	other	2017-07-29	187	5435754	27.019178082191782	F	Black	2017-07-29	0	0	0
185	1323	8778	5435803	misdemeanor	drug	2017-07-29	827	7307141	34.32876712328767	M	Black	2016-03-26	0	0	3
1750	1228	57265	5435848	felony	other	2017-07-29	116	5435848	31.40821917808219	M	Black	2017-07-29	1	1	0
2616	981	81431	5434225	misdemeanor	drug	2017-07-30	942	6289055	34.40821917808219	M	Black	2017-01-01	0	0	4
6223	3125	2559192	5435553	misdemeanor	violent	2017-07-30	694	6055237	65.05205479452054	M	Black	2017-03-02	0	0	0
5943	5802	1609935	5433553	misdemeanor	violent	2017-07-31	406	7395386	41.40547945205479			2016-03-02	0	0	0
3503	6043	251820	5432571	misdemeanor	other	2017-07-31	461	4307219	31.624657534246577	M	Black	2018-02-20	0	0	1
4160	6144	542158	5432796	misdemeanor	other	2017-07-31	216	6837789	31.87945205479452	M	mixed	2016-07-16	0	0	0
5942	5801	1609935	5433552	misdemeanor	other	2017-07-31	406	7395386	41.40547945205479			2016-03-02	0	0	0
2645	1614	81982	5427759	felony	drug	2017-07-31	904	5427759	26.80821917808219	M	Black	2017-07-31	1	1	0
5408	1828	1137620	5422220	misdemeanor	property	2017-08-01	845	3130830	33.10958904109589	M	Black	2018-08-24	0	0	0
5605	2741	1306011	5423380	felony	property	2017-08-01	447	7193530	59.12054794520548	M	White	2016-04-26	0	1	2
2406	2858	76733	5416575	misdemeanor	drug	2017-08-02	48	4573842	27.47945205479452	F	White	2017-12-30	1	0	0
5815	1707	1499779	5415512	misdemeanor	other	2017-08-02	882	5739857	58.48219178082192	F	Black	2017-05-23	0	0	0
5749	156	1439871	5408979	misdemeanor	property	2017-08-03	835	7030740	30.698630136986303	M	White	2016-05-20	0	0	2
4353	3289	845123	5413918	misdemeanor	drug	2017-08-03	241	5413918	46.97260273972603	M	Black	2017-08-03	1	0	0
5812	1646	1499680	5410169	misdemeanor	property	2017-08-03	340	7464288	24.88767123287672	F	Black	2016-02-15	0	0	0
4992	2968	1058203	5408752	misdemeanor	drug	2017-08-04	373	7234140	27.33150684931507	M	Black	2016-04-15	0	0	0
2786	963	84823	5403607	misdemeanor	violent	2017-08-05	400	2922877	24.0	M	Black	2018-10-02	1	0	0
3105	3615	98350	5404630	misdemeanor	other	2017-08-05	183	4251991	53.772602739726025	M	Black	2018-03-02	0	0	0
5976	5729	1652670	5403234	misdemeanor	other	2017-08-06	550	5403234	22.942465753424656	F	Black	2017-08-06	0	0	0
4968	5376	1052139	5395043	misdemeanor	other	2017-08-07	891	6537189	48.367123287671234	M	White	2016-10-14	0	0	0
5810	5096	1499514	5393247	misdemeanor	violent	2017-08-07	758	3892526	37.345205479452055	F	Asian	2018-04-21	0	0	0
5939	5797	1609935	5397575	misdemeanor	other	2017-08-07	406	7395386	41.40547945205479			2016-03-02	0	0	0
4166	4024	555286	5396058	felony	property	2017-08-07	231	5396058	25.87123287671233	F	Black	2017-08-07	0	1	0
5941	5799	1609935	5397574	misdemeanor	other	2017-08-07	406	7395386	41.40547945205479			2016-03-02	0	0	0
5940	5798	1609935	5397573	misdemeanor	violent	2017-08-07	406	7395386	41.40547945205479			2016-03-02	0	0	0
3431	3491	230959	5389656	misdemeanor	property	2017-08-08	875	3128626	28.09041095890411	M	mixed	2018-08-25	0	0	0
1755	4825	57265	5379599	misdemeanor	other	2017-08-09	116	5435848	31.40821917808219	M	Black	2017-07-29	1	0	1
1120	4064	34599	5382131	misdemeanor	property	2017-08-09	298	5352026	20.945205479452056	M	mixed	2017-08-15	1	0	0
1119	4063	34599	5382130	misdemeanor	property	2017-08-09	298	5352026	20.945205479452056	M	mixed	2017-08-15	1	0	0
6051	5263	1800283	5381622	misdemeanor	drug	2017-08-09	771	5381622	30.75068493150685	M	Black	2017-08-09	0	0	0
6003	5337	1710539	5374332	misdemeanor	other	2017-08-10	993	5374331	57.17260273972602	M	White	2017-08-10	0	0	0
1999	3906	65964	5376894	felony	violent	2017-08-10	229	6725060	24.34794520547945	M	Black	2016-08-20	0	1	0
1598	493	54200	5372584	misdemeanor	property	2017-08-10	688	6340185	46.75068493150685	F	Black	2016-12-13	0	0	0
2897	4246	91690	5376134	misdemeanor	property	2017-08-10	952	5883395	25.66575342465753	M	Black	2017-04-17	0	0	0
6001	5335	1710539	5374330	misdemeanor	other	2017-08-10	993	5374331	57.17260273972602	M	White	2017-08-10	0	0	0
4684	5186	953314	5373998	misdemeanor	other	2017-08-10	800	5373998	23.87123287671233	M	White	2017-08-10	0	0	1
6002	5336	1710539	5374331	misdemeanor	other	2017-08-10	993	5374331	57.17260273972602	M	White	2017-08-10	0	0	0
2866	3613	91481	5369551	misdemeanor	other	2017-08-11	117	4650173	21.28219178082192	M	Black	2017-12-13	0	0	0
1506	2458	51323	5367900	felony	property	2017-08-11	811	4837325	32.26027397260274	M	White	2017-11-13	1	1	1
3321	3905	196266	5370074	misdemeanor	other	2017-08-11	440	5370074	29.63013698630137	M	Black	2017-08-11	0	0	0
5289	3180	1116388	5370881	felony	violent	2017-08-11	309	6585372	26.942465753424656	M	Black	2016-09-29	1	1	0
2233	1653	72764	5366492	misdemeanor	property	2017-08-11	885	6163577	22.72054794520548	F	Black	2017-02-03	0	0	10
3154	6300	101916	5363948	misdemeanor	other	2017-08-12	504	7278705	25.991780821917807	M	Black	2016-04-03	0	0	0
2826	1715	85806	5356879	felony	property	2017-08-14	14	6816869	30.0986301369863	M	White	2016-07-23	0	1	2
2094	362	69058	5354790	misdemeanor	other	2017-08-14	402	7255033	49.24931506849315	F	mixed	2016-04-10	0	0	1
5619	2679	1307676	5358130	misdemeanor	violent	2017-08-14	383	6704112	35.09315068493151	M	White	2016-08-26	0	0	2
4902	1773	1012225	5350840	misdemeanor	property	2017-08-15	823	6096461	50.65753424657535	M	White	2017-02-19	0	0	0
